STATECODE,COUNTYCODE,SITENUM,PARAMETERCODE,POC,LATITUDE,LONGITUDE,DATUM,PARAMETERNAME,SAMPLEDURATION,POLLUTANTSTANDARD,METRICUSED,METHODNAME,YEAR,UNITSOFMEASURE,EVENTTYPE,OBSERVATIONCOUNT,OBSERVATIONPERCENT,COMPLETENESSINDICATOR,VALIDDAYCOUNT,REQUIREDDAYCOUNT,EXCEPTIONALDATACOUNT,NULLDATACOUNT,PRIMARYEXCEEDANCECOUNT,SECONDARYEXCEEDANCECOUNT,CERTIFICATIONINDICATOR,NUMOBSBELOWMDL,ARITHMETICMEAN,ARITHMETICSTANDARDDEV,1STMAXVALUE,1STMAXDATETIME,2NDMAXVALUE,2NDMAXDATETIME,3RDMAXVALUE,3RDMAXDATETIME,4THMAXVALUE,4THMAXDATETIME,1STMAXNONOVERLAPPINGVALUE,1STNOMAXDATETIME,2NDMAXNONOVERLAPPINGVALUE,2NDNOMAXDATETIME,99THPERCENTILE,98THPERCENTILE,95THPERCENTILE,90THPERCENTILE,75THPERCENTILE,50THPERCENTILE,10THPERCENTILE,LOCALSITENAME,ADDRESS,STATENAME,COUNTYNAME,CITYNAME,CBSANAME,DATEOFLASTCHANGE
01,055,0003,12126,1,124.01121,-266.05747,WGS84,Iron (TSP) STP,24 HOUR,,Observed Values,HI-VOL - EMISSION SPECTRA ICAP,1983,Micrograms/cubic meter (25 C),No Events,26,43,N,26,60,0,0,,,Certification not required,0,2.403158,1.958772,7.203,1983-12-02 00:00,5.784,1983-04-06 00:00,5.539,1983-04-18 00:00,5.25,1983-11-08 00:00,,,,,7.203,7.203,5.784,5.539,3.508,1.547,0.5756,,WALNUT PARK FIRE STATION,Alabama,Etowah,Gadsden,"Gadsden, AL",2020-05-21
01,055,0003,12134,1,124.01121,-266.05747,WGS84,Molybdenum (TSP) STP,24 HOUR,,Observed Values,HI-VOL - EMISSION SPECTRA ICAP,1983,Micrograms/cubic meter (25 C),No Events,26,43,N,25,61,0,0,,,Certification not required,0,0.001642,0.00166,0.0079,1983-10-15 00:00,0.0039,1983-10-03 00:00,0.0031,1983-04-06 00:00,0.0029,1983-06-17 00:00,,,,,0.0079,0.0079,0.0039,0.0031,0.0022,0.0017,0,,WALNUT PARK FIRE STATION,Alabama,Etowah,Gadsden,"Gadsden, AL",2020-05-21
36,061,0010,42602,1,40.739546,-73.985694,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 Annual 1971,Observed values,INSTRUMENTAL - CHEMILUMINESCENCE,1993,Parts per billion,No Events,11,0,N,0,365,0,1837,,,Certified,0,43.727273,11.34981,56,1993-06-02 21:00,55,1993-06-02 22:00,53,1993-06-02 20:00,53,1993-06-02 23:00,,,,,56,56,56,55,53,51,31,,"MABEL DEAN HIGH SCH.ANNEX, 240 2ND AVE.",New York,New York,New York,"New York-Newark-Jersey City, NY-NJ-PA",2021-11-10
06,061,0056,81103,1,130.75912,-253.96661,WGS84,PM10-2.5 STP,24 HOUR,,Observed Values,LO-VOL-DICHOTOMOUS-SA246B-INLT - GRAVIMETRIC,1993,Micrograms/cubic meter (25 C),No Events,48,79,N,48,61,0,13,,,Certification not required,0,10.770833,4.736637,28,1993-07-18 00:00,21,1993-04-25 00:00,20,1993-11-27 00:00,18,1993-03-02 00:00,,,,,28,28,20,16,13,10,5,PS 59,"PS 59, 228 E. 57TH STREET, MANHATTAN",California,New York,New York,"New York-Newark-Jersey City, NY-NJ-PA",2020-05-21
06,061,0056,82306,1,130.75912,-253.96661,WGS84,Nitrate PM10 STP,24 HOUR,,Observed Values,HI-VOL-SA/GMW-321-B - REDUCTION-DIAZO COUPLING,1993,Micrograms/cubic meter (25 C),No Events,48,79,N,48,61,0,13,,,Certification not required,0,0.422917,0.474561,2.2,1993-10-16 00:00,1.7,1993-03-02 00:00,1.5,1993-11-09 00:00,1.4,1993-12-09 00:00,,,,,2.2,2.2,1.5,1.1,0.6,0.3,0.1,PS 59,"PS 59, 228 E. 57TH STREET, MANHATTAN",California,New York,New York,"New York-Newark-Jersey City, NY-NJ-PA",2020-05-21
06,061,0056,82403,1,130.75912,-253.96661,WGS84,Sulfate PM10 STP,24 HOUR,,Observed Values,HI-VOL-SA/GMW-321-B - COLORIMETRIC,1993,Micrograms/cubic meter (25 C),No Events,48,79,N,48,61,0,13,,,Certification not required,0,5.170833,3.067257,15.1,1993-03-02 00:00,14.8,1993-10-16 00:00,13.5,1993-07-12 00:00,9,1993-03-08 00:00,,,,,15.1,15.1,13.5,8,6.8,4.2,2.5,PS 59,"PS 59, 228 E. 57TH STREET, MANHATTAN",California,New York,New York,"New York-Newark-Jersey City, NY-NJ-PA",2020-05-21
06,061,0063,44201,2,130.71149,-254.01264,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,Daily maximum of 8 hour running average of observed hourly values,,1993,Parts per million,No Events,8587,99,Y,211,214,0,0,33,33,Certification not required,0,0.050806,0.021381,0.108,1993-08-14 15:00,0.105,1993-08-27 12:00,0.101,1993-07-07 12:00,0.101,1993-07-08 13:00,,,,,0.101,0.1,0.092,0.081,0.064,0.047,0.035,,"ROOF,TWO WORLD TRADE CENTER",California,New York,New York,"New York-Newark-Jersey City, NY-NJ-PA",2020-05-21
06,061,0063,44201,2,130.71149,-254.01264,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,,1993,Parts per million,No Events,6082,99,Y,211,214,0,0,43,43,Certification not required,0,0.049716,0.022199,0.108,1993-08-14 15:00,0.105,1993-08-27 12:00,0.101,1993-07-07 12:00,0.101,1993-07-08 13:00,,,,,0.101,0.1,0.092,0.081,0.064,0.046,0.032,,"ROOF,TWO WORLD TRADE CENTER",California,New York,New York,"New York-Newark-Jersey City, NY-NJ-PA",2020-05-21
55,085,0004,44201,1,,,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,Daily maximum of 8 hour running average of observed hourly values,,1997,Parts per million,Events Included,4356,98,Y,180,184,0,0,0,0,Certification not required,0,0.039294,0.012171,0.073,1997-08-09 12:00,0.07,1997-07-11 15:00,0.069,1997-10-03 12:00,0.065,1997-05-23 12:00,,,,,0.07,0.065,0.062,0.055,0.048,0.039,0.025,HARSHAW FARM,"4398 GRACE LANE, HARSHAW",Wisconsin,Oneida,,,2021-03-20
06,061,0010,82403,1,130.73955,-253.98569,WGS84,Sulfate PM10 STP,24 HOUR,,Observed Values,HI-VOL-SA/GMW-321-B - COLORIMETRIC,1993,Micrograms/cubic meter (25 C),No Events,40,66,N,40,61,0,6,,,Certification not required,0,5.0725,3.881117,16.8,1993-06-18 00:00,15.4,1993-07-06 00:00,13.2,1993-05-25 00:00,12.8,1993-10-16 00:00,,,,,16.8,16.8,15.4,12.8,6,3.7,2.1,,"MABEL DEAN HIGH SCH.ANNEX, 240 2ND AVE.",California,New York,New York,"New York-Newark-Jersey City, NY-NJ-PA",2020-05-21
17,119,9991,44201,9,,,NAD83,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 1997,Daily maximum of 8 hour running average of observed hourly values,,1997,Parts per million,Events Included,8717,100,Y,214,214,0,0,9,9,Certification not required,0,0.052991,0.01536,0.102,1997-07-26 09:00,0.101,1997-10-04 10:00,0.095,1997-07-18 10:00,0.094,1997-08-03 11:00,,,,,0.095,0.093,0.08,0.072,0.063,0.053,0.039,Alhambra,"5403 State Road 160, Highland, IL 62249",Illinois,Madison,,"St. Louis, MO-IL",2021-03-20
17,119,9991,44201,9,,,NAD83,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,,1997,Parts per million,Events Included,6172,99,Y,212,214,0,0,26,26,Certification not required,0,0.052783,0.01565,0.102,1997-07-26 09:00,0.101,1997-10-04 10:00,0.095,1997-07-18 10:00,0.094,1997-08-03 11:00,,,,,0.095,0.093,0.08,0.072,0.063,0.053,0.039,Alhambra,"5403 State Road 160, Highland, IL 62249",Illinois,Madison,,"St. Louis, MO-IL",2021-03-20
23,003,9991,44201,9,,,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,Daily maximum of 8 hour running average of observed hourly values,,1997,Parts per million,Events Included,8511,95,Y,173,183,0,0,1,1,Certification not required,0,0.038249,0.011326,0.078,1997-07-02 12:00,0.072,1997-05-06 11:00,0.071,1997-08-10 16:00,0.068,1997-07-01 10:00,,,,,0.072,0.068,0.057,0.052,0.046,0.041,0.037,Ashland,"45 Radar Rd, Ashland, ME 04732",Maine,Aroostook,,,2021-03-20
42,001,9991,44201,9,,,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,,1997,Parts per million,Events Included,6071,100,Y,213,214,0,0,42,42,Certification not required,0,0.054554,0.016379,0.102,1997-07-14 10:00,0.099,1997-07-13 12:00,0.099,1997-07-15 12:00,0.087,1997-06-25 10:00,,,,,0.099,0.087,0.084,0.077,0.066,0.053,0.04,Arendtsville,"747 Winding Rd, Biglerville, PA 17307",Pennsylvania,Adams,,"Gettysburg, PA",2021-03-20
55,085,0004,44201,1,,,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,,1997,Parts per million,Events Included,3080,97,Y,178,184,0,0,1,1,Certification not required,0,0.03923,0.01234,0.073,1997-08-09 12:00,0.07,1997-07-11 15:00,0.069,1997-10-03 12:00,0.065,1997-05-23 12:00,,,,,0.07,0.065,0.062,0.055,0.048,0.039,0.024,HARSHAW FARM,"4398 GRACE LANE, HARSHAW",Wisconsin,Oneida,,,2021-03-20
01,005,0001,11101,1,121.89127,-265.13521,WGS84,Suspended particulate (TSP),24 HOUR,,Observed Values,HI-VOL - GRAVIMETRIC,1983,Micrograms/cubic meter (25 C),No Events,53,88,Y,53,60,0,0,,,Certification not required,0,48.509434,15.058377,104,1983-02-17 00:00,83,1983-03-25 00:00,82,1983-01-06 00:00,74,1983-12-08 00:00,,,,,104,83,82,68,54,48,32,,601 EAST BARBOUR US HGWY 82,Alabama,Barbour,Eufaula,"Eufaula, AL-GA",2020-05-21
01,033,1002,11101,1,124.76262,-267.63810,NAD83,Suspended particulate (TSP),24 HOUR,,Observed Values,HI-VOL - GRAVIMETRIC,1983,Micrograms/cubic meter (25 C),No Events,58,97,Y,58,60,0,0,,,Certification not required,0,47.534483,17.85538,99,1983-07-11 00:00,92,1983-08-10 00:00,82,1983-08-22 00:00,73,1983-07-23 00:00,,,,,99,92,82,69,59,45,25,MUSCLE SHOALS,WILSON DAM RD AND 2ND ST.,Alabama,Colbert,Muscle Shoals,"Florence-Muscle Shoals, AL",2020-05-21
01,051,0002,65102,1,122.58347,-265.93246,WGS84,Rain/melt precipitation,1 WEEK,,Observed Values,BUCKET - CONTINUOUS OR INCREMENTAL,1983,Inches (rainfall),No Events,28,53,N,28,53,0,0,,,Certification not required,0,1.255357,0.993026,3.48,1983-11-29 00:00,3.09,1983-03-29 00:00,2.53,1983-09-13 00:00,2.52,1983-03-22 00:00,,,,,3.48,3.48,3.09,2.53,2.19,0.97,0.06,MONITOR LOCATED ON GROUNDS OF NATIONAL GUARD ARMORY.,"164 MCNEAL ST., TALLASSEE, AL 36078",Alabama,Elmore,Tallassee,"Montgomery, AL",2020-05-21
01,055,0003,12167,1,124.01121,-266.05747,WGS84,Zinc (TSP) STP,24 HOUR,,Observed Values,HI-VOL - EMISSION SPECTRA ICAP,1983,Micrograms/cubic meter (25 C),No Events,26,43,N,26,61,0,0,,,Certification not required,0,0.05385,0.068736,0.2184,1983-12-02 00:00,0.1981,1983-11-08 00:00,0.1603,1983-04-18 00:00,0.16,1983-04-06 00:00,,,,,0.2184,0.2184,0.1981,0.1603,0.0807,0,0,,WALNUT PARK FIRE STATION,Alabama,Etowah,Gadsden,"Gadsden, AL",2020-05-21
01,009,0002,11101,1,123.94954,-266.47304,WGS84,Suspended particulate (TSP),24 HOUR,,Observed Values,HI-VOL - GRAVIMETRIC,1983,Micrograms/cubic meter (25 C),No Events,60,100,Y,60,60,0,0,,,Certification not required,0,45.166667,17.131759,81,1983-08-10 00:00,80,1983-07-11 00:00,79,1983-08-22 00:00,74,1983-01-24 00:00,,,,,81,80,79,72,58,44,26,,5TH E & 4TH ST NORTH,Alabama,Blount,Oneonta,"Birmingham-Hoover, AL",2020-05-21
01,055,0003,12107,1,124.01121,-266.05747,WGS84,Barium (TSP) STP,24 HOUR,,Observed Values,HI-VOL - EMISSION SPECTRA ICAP,1983,Micrograms/cubic meter (25 C),No Events,26,43,N,26,61,0,0,,,Certification not required,0,0.050769,0.055923,0.11,1983-04-06 00:00,0.11,1983-04-18 00:00,0.11,1983-04-30 00:00,0.11,1983-09-21 00:00,,,,,0.11,0.11,0.11,0.11,0.11,0,0,,WALNUT PARK FIRE STATION,Alabama,Etowah,Gadsden,"Gadsden, AL",2020-05-21
36,061,0010,42401,2,40.739546,-73.985694,WGS84,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Daily maximum 1-hour average,INSTRUMENTAL - PULSED FLUORESCENT,1993,Parts per billion,No Events,3943,45,N,165,365,0,353,6,,Certified,0,35.787879,19.841379,125,1993-04-08 07:00,121,1993-03-02 06:00,77,1993-01-08 08:00,77,1993-02-22 11:00,,,,,121,77,71,61,48,30,15,,"MABEL DEAN HIGH SCH.ANNEX, 240 2ND AVE.",New York,New York,New York,"New York-Newark-Jersey City, NY-NJ-PA",2021-11-10
36,061,0056,42401,1,40.75912,-73.96661,WGS84,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Daily maximum 1-hour average,INSTRUMENTAL - PULSED FLUORESCENT,1993,Parts per billion,No Events,8063,92,Y,338,365,0,480,8,,Certified,0,32.482249,16.850045,97,1993-11-23 07:00,88,1993-01-15 09:00,87,1993-11-10 07:00,83,1993-03-02 04:00,,,,,83,78,68,56,42,29,15,PS 59,"PS 59, 228 E. 57TH STREET, MANHATTAN",New York,New York,New York,"New York-Newark-Jersey City, NY-NJ-PA",2021-11-10
36,061,0056,42602,1,40.75912,-73.96661,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour 2010,Daily Maximum 1-hour average,INSTRUMENTAL - CHEMILUMINESCENCE,1993,Parts per billion,No Events,7639,87,N,322,365,0,1025,10,,Certified,0,59.76087,17.810056,125,1993-08-27 09:00,119,1993-07-07 15:00,117,1993-05-28 17:00,116,1993-04-30 15:00,,,,,116,109,95,86,69,56,42,PS 59,"PS 59, 228 E. 57TH STREET, MANHATTAN",New York,New York,New York,"New York-Newark-Jersey City, NY-NJ-PA",2021-11-10
36,061,0069,12128,1,40.751213,-73.990973,WGS84,Lead (TSP) STP,24 HOUR,Lead Quarterly 1978,Observed Values,HI-VOL - ATOMIC ABSORPTION,1993,Micrograms/cubic meter (25 C),No Events,10,63,N,10,16,0,5,,,Certified,0,0.055,0.026352,0.11,1993-01-25 00:00,0.07,1993-02-12 00:00,0.07,1993-03-02 00:00,0.07,1993-03-26 00:00,,,,,0.11,0.11,0.11,0.11,0.07,0.05,0.03,,"HOME SAVINGS BANK, 34TH ST. & 7TH AVE.",New York,New York,New York,"New York-Newark-Jersey City, NY-NJ-PA",2021-11-09
06,061,0010,11201,1,130.73955,-253.98569,WGS84,Soil index (COH),1 HOUR,,Observed Values,TAPE-SAMPLER - TRANSMITTANCE,1993,"COHS/1,000 linear feet",No Events,343,12,N,15,124,0,2633,,,Certification not required,0,0.505831,0.473473,2.1,1993-01-08 10:00,1.8,1993-01-03 22:00,1.7,1993-01-08 08:00,1.6,1993-01-07 06:00,,,,,1.6,1.6,1.3,1.2,0.9,0.4,0,,"MABEL DEAN HIGH SCH.ANNEX, 240 2ND AVE.",California,New York,New York,"New York-Newark-Jersey City, NY-NJ-PA",2020-05-21
06,061,0010,42601,1,130.73955,-253.98569,WGS84,Nitric oxide (NO),1 HOUR,,Observed Values,INSTRUMENTAL - CHEMILUMINESCENCE,1993,Parts per billion,No Events,11,0,N,0,365,0,1837,,,Certification not required,0,27.181818,7.678778,37,1993-06-02 22:00,34,1993-06-02 19:00,34,1993-06-02 23:00,33,1993-06-02 18:00,,,,,37,37,37,34,34,30,17,,"MABEL DEAN HIGH SCH.ANNEX, 240 2ND AVE.",California,New York,New York,"New York-Newark-Jersey City, NY-NJ-PA",2020-05-21
06,061,0069,82403,1,130.75121,-253.99097,WGS84,Sulfate PM10 STP,24 HOUR,,Observed Values,HI-VOL-SA/GMW-321-B - COLORIMETRIC,1993,Micrograms/cubic meter (25 C),No Events,9,64,N,9,14,0,5,,,Certification not required,0,5.855556,4.216667,14.7,1993-03-02 00:00,11.1,1993-03-20 00:00,5.3,1993-01-13 00:00,5.3,1993-02-18 00:00,,,,,14.7,14.7,14.7,14.7,5.3,4,2.1,,"HOME SAVINGS BANK, 34TH ST. & 7TH AVE.",California,New York,New York,"New York-Newark-Jersey City, NY-NJ-PA",2020-05-21
06,061,0010,44201,1,130.73955,-253.98569,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,Daily maximum of 8 hour running average of observed hourly values,,1993,Parts per million,No Events,2510,33,N,71,214,0,0,0,0,Certified,0,0.02593,0.009397,0.062,1993-05-09 11:00,0.042,1993-05-02 10:00,0.042,1993-06-17 13:00,0.041,1993-05-16 10:00,,,,,0.062,0.042,0.041,0.038,0.032,0.025,0.017,,"MABEL DEAN HIGH SCH.ANNEX, 240 2ND AVE.",California,New York,New York,"New York-Newark-Jersey City, NY-NJ-PA",2020-05-21
06,061,0063,44201,2,130.71149,-254.01264,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 1997,Daily maximum of 8 hour running average of observed hourly values,,1993,Parts per million,No Events,8587,98,Y,210,214,0,0,17,17,Certification not required,0,0.050652,0.021316,0.108,1993-08-14 15:00,0.105,1993-08-27 12:00,0.101,1993-07-07 12:00,0.101,1993-07-08 13:00,,,,,0.101,0.1,0.092,0.081,0.064,0.047,0.035,,"ROOF,TWO WORLD TRADE CENTER",California,New York,New York,"New York-Newark-Jersey City, NY-NJ-PA",2020-05-21
